# ;;;;;;Nedladdat från datavärdskapet för luft, SMHI, http://www.smhi.se/datavardluft, 2020-12-01 07:02:25
# ;;;;;;Tidsangivelser i UTC+1, Svensk normaltid
#
#Stationsnamn;Nationell stationskod;Klassificering;Longitud;Latitud
#Stockholm E4/E20 Lilla Essingen;18644;Urban Traffic;18.00439;59.325527
#
#Ämne;Ämnesbeskrivning;Enhet;Mäthöjd;Inlet-id
#NO2;Nitrogen dioxide;ug.m-3;2;344
#NOX as NO2;Nitrogen oxides;ug.m-3;2;345
#PM10;Particulate matter < 10 µm;ug.m-3;2;342
#PM2.5;Particulate matter < 2.5 µm;ug.m-3;2;343
#
Start;Slut;NO2 (344);NOX as NO2 (345);PM10 (342);PM2.5 (343)
2015-07-07 00:00;2015-07-07 01:00;9.40;15.7;12.7;3.90
2015-07-07 01:00;2015-07-07 02:00;4.80;7.80;11.2;3.20
2015-07-07 02:00;2015-07-07 03:00;4.00;7.60;11.2;2.50
2015-07-07 03:00;2015-07-07 04:00;5.70;9.90;11.5;1.70
2015-07-07 04:00;2015-07-07 05:00;5.50;9.70;11.7;3.10
2015-07-07 05:00;2015-07-07 06:00;14.1;26.9;13.9;3.80
2015-07-07 06:00;2015-07-07 07:00;27.7;59.7;18.7;5.00
2015-07-07 07:00;2015-07-07 08:00;26.0;58.5;15.7;4.20
2015-07-07 08:00;2015-07-07 09:00;21.2;48.0;20.4;4.50
2015-07-07 09:00;2015-07-07 10:00;22.4;51.2;21.4;3.60
2015-07-07 10:00;2015-07-07 11:00;21.0;46.1;23.4;5.80
2015-07-07 11:00;2015-07-07 12:00;20.7;46.9;28.7;4.10
2015-07-07 12:00;2015-07-07 13:00;20.8;48.5;30.2;4.50
2015-07-07 13:00;2015-07-07 14:00;19.5;46.9;25.4;3.70
2015-07-07 14:00;2015-07-07 15:00;20.3;46.3;18.5;6.20
2015-07-07 15:00;2015-07-07 16:00;22.8;55.2;20.7;5.00
2015-07-07 16:00;2015-07-07 17:00;20.6;45.4;16.3;4.70
2015-07-07 17:00;2015-07-07 18:00;19.3;41.3;13.6;4.60
2015-07-07 18:00;2015-07-07 19:00;22.9;47.6;11.5;5.00
2015-07-07 19:00;2015-07-07 20:00;27.0;56.7;12.9;4.00
2015-07-07 20:00;2015-07-07 21:00;23.6;41.2;11.4;6.00
2015-07-07 21:00;2015-07-07 22:00;24.5;41.0;12.2;5.00
2015-07-07 22:00;2015-07-07 23:00;22.7;40.0;12.5;4.70
2015-07-07 23:00;2015-07-08 00:00;17.4;27.4;10.9;2.60
2015-07-08 00:00;2015-07-08 01:00;20.4;31.1;11.7;4.40
2015-07-08 01:00;2015-07-08 02:00;15.1;21.8;10.7;5.50
2015-07-08 02:00;2015-07-08 03:00;8.70;14.0;10.2;3.80
2015-07-08 03:00;2015-07-08 04:00;14.8;23.0;13.4;8.00
2015-07-08 04:00;2015-07-08 05:00;21.7;34.9;14.4;7.60
2015-07-08 05:00;2015-07-08 06:00;29.6;51.7;13.6;5.50
2015-07-08 06:00;2015-07-08 07:00;44.5;91.6;17.6;5.80
2015-07-08 07:00;2015-07-08 08:00;57.3;116.9;35.3;10.1
2015-07-08 08:00;2015-07-08 09:00;56.6;114.9;18.1;8.10
2015-07-08 09:00;2015-07-08 10:00;62.6;134.7;18.2;5.30
2015-07-08 10:00;2015-07-08 11:00;62.5;141.0;16.2;7.20
2015-07-08 11:00;2015-07-08 12:00;52.1;104.3;15.4;6.20
2015-07-08 12:00;2015-07-08 13:00;37.2;70.8;11.8;4.30
2015-07-08 13:00;2015-07-08 14:00;39.0;76.9;10.4;5.40
2015-07-08 14:00;2015-07-08 15:00;51.3;111.8;10.3;3.50
2015-07-08 15:00;2015-07-08 16:00;42.7;84.5;6.70;3.30
2015-07-08 16:00;2015-07-08 17:00;46.7;93.2;8.50;4.40
2015-07-08 17:00;2015-07-08 18:00;32.9;56.3;12.1;8.10
2015-07-08 18:00;2015-07-08 19:00;30.7;44.8;10.6;5.80
2015-07-08 19:00;2015-07-08 20:00;26.9;38.6;7.60;1.80
2015-07-08 20:00;2015-07-08 21:00;27.4;38.1;10.3;2.90
2015-07-08 21:00;2015-07-08 22:00;31.6;51.9;10.8;4.20
2015-07-08 22:00;2015-07-08 23:00;25.3;40.0;11.1;3.50
2015-07-08 23:00;2015-07-09 00:00;26.1;45.1;11.6;2.30
2015-07-09 00:00;2015-07-09 01:00;13.3;22.7;9.50;2.20
2015-07-09 01:00;2015-07-09 02:00;10.2;16.8;11.0;1.50
2015-07-09 02:00;2015-07-09 03:00;9.30;13.9;7.70;1.80
2015-07-09 03:00;2015-07-09 04:00;14.8;25.3;11.6;3.10
2015-07-09 04:00;2015-07-09 05:00;14.6;26.0;11.3;4.00
2015-07-09 05:00;2015-07-09 06:00;18.9;40.3;13.5;5.00
2015-07-09 06:00;2015-07-09 07:00;33.6;77.5;18.0;5.30
2015-07-09 07:00;2015-07-09 08:00;26.6;55.8;15.5;3.10
2015-07-09 08:00;2015-07-09 09:00;29.1;63.8;12.7;1.10
2015-07-09 09:00;2015-07-09 10:00;34.9;79.9;15.2;4.10
2015-07-09 10:00;2015-07-09 11:00;27.8;62.2;12.6;3.50
2015-07-09 11:00;2015-07-09 12:00;32.4;72.6;24.1;5.80
2015-07-09 12:00;2015-07-09 13:00;22.1;50.0;21.9;5.40
2015-07-09 13:00;2015-07-09 14:00;22.9;52.9;20.2;5.40
2015-07-09 14:00;2015-07-09 15:00;21.1;47.5;17.2;4.60
2015-07-09 15:00;2015-07-09 16:00;22.2;50.5;13.4;5.20
2015-07-09 16:00;2015-07-09 17:00;33.5;89.0;10.0;5.50
2015-07-09 17:00;2015-07-09 18:00;32.2;71.1;12.3;3.40
2015-07-09 18:00;2015-07-09 19:00;30.8;65.7;13.2;5.40
2015-07-09 19:00;2015-07-09 20:00;22.6;43.3;9.90;4.80
2015-07-09 20:00;2015-07-09 21:00;23.3;43.2;11.3;3.20
2015-07-09 21:00;2015-07-09 22:00;24.3;44.1;9.20;2.30
2015-07-09 22:00;2015-07-09 23:00;20.0;43.1;5.80;1.70
2015-07-09 23:00;2015-07-10 00:00;24.3;47.3;6.00;2.70
2015-07-10 00:00;2015-07-10 01:00;15.0;28.2;4.90;2.00
2015-07-10 01:00;2015-07-10 02:00;5.90;13.8;3.50;-0.200
2015-07-10 02:00;2015-07-10 03:00;3.00;10.4;3.10;0.400
2015-07-10 03:00;2015-07-10 04:00;3.20;10.8;4.50;-0.100
2015-07-10 04:00;2015-07-10 05:00;5.90;18.5;4.50;0.600
2015-07-10 05:00;2015-07-10 06:00;17.7;56.7;6.40;-1.10
2015-07-10 06:00;2015-07-10 07:00;38.0;133.3;13.7;2.60
2015-07-10 07:00;2015-07-10 08:00;37.9;134.8;14.4;3.00
2015-07-10 08:00;2015-07-10 09:00;31.1;111.9;14.2;3.50
2015-07-10 09:00;2015-07-10 10:00;26.4;96.6;10.6;5.10
2015-07-10 10:00;2015-07-10 11:00;33.2;123.5;15.9;7.00
2015-07-10 11:00;2015-07-10 12:00;31.4;117.4;14.3;5.30
2015-07-10 12:00;2015-07-10 13:00;37.1;148.8;18.7;6.70
2015-07-10 13:00;2015-07-10 14:00;49.3;174.8;21.5;8.70
2015-07-10 14:00;2015-07-10 15:00;35.4;106.4;11.8;6.80
2015-07-10 15:00;2015-07-10 16:00;32.0;92.9;11.5;6.90
2015-07-10 16:00;2015-07-10 17:00;29.3;80.5;10.2;7.00
2015-07-10 17:00;2015-07-10 18:00;26.1;71.3;9.20;6.00
2015-07-10 18:00;2015-07-10 19:00;20.9;59.7;12.6;3.90
2015-07-10 19:00;2015-07-10 20:00;14.0;34.3;7.50;2.80
2015-07-10 20:00;2015-07-10 21:00;16.7;45.7;8.30;2.90
2015-07-10 21:00;2015-07-10 22:00;16.6;42.3;7.20;2.30
2015-07-10 22:00;2015-07-10 23:00;11.9;28.3;7.60;2.70
2015-07-10 23:00;2015-07-11 00:00;11.0;29.8;7.80;3.60
2015-07-11 00:00;2015-07-11 01:00;6.70;18.5;7.30;2.80
2015-07-11 01:00;2015-07-11 02:00;4.90;12.6;6.30;2.60
2015-07-11 02:00;2015-07-11 03:00;3.10;8.20;6.20;1.80
2015-07-11 03:00;2015-07-11 04:00;3.60;7.70;8.60;2.90
2015-07-11 04:00;2015-07-11 05:00;3.90;10.0;7.50;4.20
2015-07-11 05:00;2015-07-11 06:00;6.40;18.0;5.90;3.60
2015-07-11 06:00;2015-07-11 07:00;7.80;22.3;8.10;3.20
2015-07-11 07:00;2015-07-11 08:00;10.3;27.4;9.40;4.70
2015-07-11 08:00;2015-07-11 09:00;14.0;39.0;10.3;5.40
2015-07-11 09:00;2015-07-11 10:00;13.5;39.6;9.60;4.80
2015-07-11 10:00;2015-07-11 11:00;16.9;50.2;12.3;5.80
2015-07-11 11:00;2015-07-11 12:00;18.2;50.5;9.20;3.70
2015-07-11 12:00;2015-07-11 13:00;19.1;47.2;9.90;0.800
2015-07-11 13:00;2015-07-11 14:00;22.6;56.7;14.7;1.50
2015-07-11 14:00;2015-07-11 15:00;20.3;46.8;16.7;6.30
2015-07-11 15:00;2015-07-11 16:00;25.7;61.2;12.1;5.10
2015-07-11 16:00;2015-07-11 17:00;22.5;50.0;20.2;3.80
2015-07-11 17:00;2015-07-11 18:00;32.3;69.4;23.1;8.10
2015-07-11 18:00;2015-07-11 19:00;43.2;96.2;21.9;11.0
2015-07-11 19:00;2015-07-11 20:00;27.2;51.5;9.50;3.50
2015-07-11 20:00;2015-07-11 21:00;36.6;69.1;16.8;4.60
2015-07-11 21:00;2015-07-11 22:00;41.4;85.3;14.7;5.50
2015-07-11 22:00;2015-07-11 23:00;44.1;93.5;15.3;6.60
2015-07-11 23:00;2015-07-12 00:00;42.1;111.8;20.1;8.80
2015-07-12 00:00;2015-07-12 01:00;26.4;46.4;12.2;7.10
2015-07-12 01:00;2015-07-12 02:00;21.5;44.7;11.4;5.40
2015-07-12 02:00;2015-07-12 03:00;17.2;20.8;9.40;4.30
2015-07-12 03:00;2015-07-12 04:00;23.4;44.1;12.0;4.80
2015-07-12 04:00;2015-07-12 05:00;21.5;46.6;13.6;5.90
2015-07-12 05:00;2015-07-12 06:00;23.3;64.1;14.1;6.60
2015-07-12 06:00;2015-07-12 07:00;21.6;68.1;12.4;4.80
2015-07-12 07:00;2015-07-12 08:00;30.6;97.5;12.6;4.30
2015-07-12 08:00;2015-07-12 09:00;29.5;69.7;11.8;5.90
2015-07-12 09:00;2015-07-12 10:00;28.9;64.2;12.3;8.10
2015-07-12 10:00;2015-07-12 11:00;25.9;54.4;17.4;6.30
2015-07-12 11:00;2015-07-12 12:00;22.2;51.1;17.9;5.80
2015-07-12 12:00;2015-07-12 13:00;16.7;38.9;19.3;4.70
2015-07-12 13:00;2015-07-12 14:00;19.9;45.0;17.6;9.20
2015-07-12 14:00;2015-07-12 15:00;24.9;55.6;17.2;7.30
2015-07-12 15:00;2015-07-12 16:00;21.9;44.9;21.4;6.60
2015-07-12 16:00;2015-07-12 17:00;24.1;46.2;15.4;6.30
2015-07-12 17:00;2015-07-12 18:00;29.0;56.1;15.6;6.90
2015-07-12 18:00;2015-07-12 19:00;22.8;44.2;16.1;4.60
2015-07-12 19:00;2015-07-12 20:00;26.3;48.0;12.9;4.20
2015-07-12 20:00;2015-07-12 21:00;24.1;40.6;14.5;5.20
2015-07-12 21:00;2015-07-12 22:00;18.3;32.3;10.7;6.10
2015-07-12 22:00;2015-07-12 23:00;22.4;41.4;12.2;2.00
2015-07-12 23:00;2015-07-13 00:00;11.3;20.0;12.4;3.00
2015-07-13 00:00;2015-07-13 01:00;5.00;9.20;7.30;3.20
2015-07-13 01:00;2015-07-13 02:00;6.90;14.5;8.40;1.90
2015-07-13 02:00;2015-07-13 03:00;6.20;10.9;6.70;2.60
2015-07-13 03:00;2015-07-13 04:00;9.90;19.3;8.00;2.60
2015-07-13 04:00;2015-07-13 05:00;15.0;30.3;7.60;1.60
2015-07-13 05:00;2015-07-13 06:00;33.7;83.3;13.7;3.20
2015-07-13 06:00;2015-07-13 07:00;58.1;162.5;23.7;4.90
2015-07-13 07:00;2015-07-13 08:00;60.5;171.4;23.8;8.20
2015-07-13 08:00;2015-07-13 09:00;41.2;113.8;20.0;7.90
2015-07-13 09:00;2015-07-13 10:00;47.0;133.5;18.2;6.70
2015-07-13 10:00;2015-07-13 11:00;58.6;168.5;21.6;8.00
2015-07-13 11:00;2015-07-13 12:00;45.1;133.1;25.2;5.00
2015-07-13 12:00;2015-07-13 13:00;55.8;147.5;22.5;5.60
2015-07-13 13:00;2015-07-13 14:00;52.6;145.2;23.9;7.10
2015-07-13 14:00;2015-07-13 15:00;56.8;162.3;20.4;5.10
2015-07-13 15:00;2015-07-13 16:00;60.1;180.5;20.6;5.90
2015-07-13 16:00;2015-07-13 17:00;47.0;131.4;19.4;3.80
2015-07-13 17:00;2015-07-13 18:00;63.9;156.6;26.4;6.50
2015-07-13 18:00;2015-07-13 19:00;47.2;97.5;26.8;7.20
2015-07-13 19:00;2015-07-13 20:00;40.5;70.3;23.2;7.20
2015-07-13 20:00;2015-07-13 21:00;30.2;54.3;18.2;7.80
2015-07-13 21:00;2015-07-13 22:00;27.3;45.5;17.5;6.70
2015-07-13 22:00;2015-07-13 23:00;22.1;33.7;15.6;5.60
2015-07-13 23:00;2015-07-14 00:00;15.0;22.2;13.3;6.10
2015-07-14 00:00;2015-07-14 01:00;11.0;16.2;9.70;4.50
2015-07-14 01:00;2015-07-14 02:00;11.1;17.0;9.80;4.20
2015-07-14 02:00;2015-07-14 03:00;9.80;12.0;8.50;3.80
2015-07-14 03:00;2015-07-14 04:00;10.2;12.8;9.10;4.70
2015-07-14 04:00;2015-07-14 05:00;11.7;17.6;8.90;5.30
2015-07-14 05:00;2015-07-14 06:00;17.3;27.9;9.00;3.90
2015-07-14 06:00;2015-07-14 07:00;35.6;85.9;17.9;6.10
2015-07-14 07:00;2015-07-14 08:00;35.6;91.9;17.5;8.00
2015-07-14 08:00;2015-07-14 09:00;32.8;81.2;19.8;3.20
2015-07-14 09:00;2015-07-14 10:00;39.9;93.8;24.0;-0.100
2015-07-14 10:00;2015-07-14 11:00;52.5;134.1;26.9;7.70
2015-07-14 11:00;2015-07-14 12:00;61.6;159.0;28.1;8.80
2015-07-14 12:00;2015-07-14 13:00;57.5;143.6;36.6;5.40
2015-07-14 13:00;2015-07-14 14:00;32.5;67.9;21.7;4.00
2015-07-14 14:00;2015-07-14 15:00;40.9;85.6;32.2;12.4
2015-07-14 15:00;2015-07-14 16:00;;;30.4;16.5
2015-07-14 16:00;2015-07-14 17:00;32.1;62.6;21.8;9.50
2015-07-14 17:00;2015-07-14 18:00;27.4;50.7;18.2;6.10
2015-07-14 18:00;2015-07-14 19:00;54.6;115.8;28.8;18.8
2015-07-14 19:00;2015-07-14 20:00;46.7;90.7;22.3;13.2
2015-07-14 20:00;2015-07-14 21:00;57.2;120.1;21.1;4.50
2015-07-14 21:00;2015-07-14 22:00;32.5;44.8;12.3;5.40
2015-07-14 22:00;2015-07-14 23:00;17.5;22.5;9.80;2.30
2015-07-14 23:00;2015-07-15 00:00;16.0;20.3;10.2;4.40
2015-07-15 00:00;2015-07-15 01:00;24.8;35.8;12.5;5.20
2015-07-15 01:00;2015-07-15 02:00;21.7;31.9;12.5;4.50
2015-07-15 02:00;2015-07-15 03:00;15.7;23.0;11.9;1.30
2015-07-15 03:00;2015-07-15 04:00;18.1;28.0;12.6;8.50
2015-07-15 04:00;2015-07-15 05:00;36.4;70.2;15.2;7.90
2015-07-15 05:00;2015-07-15 06:00;50.3;118.8;21.1;8.90
2015-07-15 06:00;2015-07-15 07:00;56.6;160.7;20.5;7.30
2015-07-15 07:00;2015-07-15 08:00;45.3;118.7;23.0;8.10
2015-07-15 08:00;2015-07-15 09:00;40.4;93.0;19.5;7.40
2015-07-15 09:00;2015-07-15 10:00;40.5;92.1;14.5;3.70
2015-07-15 10:00;2015-07-15 11:00;59.5;146.7;25.8;8.70
2015-07-15 11:00;2015-07-15 12:00;57.6;129.0;24.1;10.4
2015-07-15 12:00;2015-07-15 13:00;52.0;113.4;21.0;8.10
2015-07-15 13:00;2015-07-15 14:00;41.5;85.7;18.4;9.70
2015-07-15 14:00;2015-07-15 15:00;31.3;58.9;23.2;13.8
2015-07-15 15:00;2015-07-15 16:00;43.7;82.6;20.1;14.2
2015-07-15 16:00;2015-07-15 17:00;42.4;85.1;28.0;9.60
2015-07-15 17:00;2015-07-15 18:00;31.3;58.2;18.2;-0.200
2015-07-15 18:00;2015-07-15 19:00;47.5;94.2;22.4;10.8
2015-07-15 19:00;2015-07-15 20:00;48.7;98.1;15.1;4.80
2015-07-15 20:00;2015-07-15 21:00;43.9;75.1;12.5;6.60
2015-07-15 21:00;2015-07-15 22:00;30.3;46.6;11.4;5.00
2015-07-15 22:00;2015-07-15 23:00;32.5;45.5;13.2;6.70
2015-07-15 23:00;2015-07-16 00:00;21.5;25.1;12.7;8.00
2015-07-16 00:00;2015-07-16 01:00;26.3;32.7;11.7;5.10
2015-07-16 01:00;2015-07-16 02:00;23.1;31.0;8.80;5.00
2015-07-16 02:00;2015-07-16 03:00;28.0;55.6;13.9;6.80
2015-07-16 03:00;2015-07-16 04:00;18.2;27.6;11.6;4.80
2015-07-16 04:00;2015-07-16 05:00;17.2;30.0;12.5;7.40
2015-07-16 05:00;2015-07-16 06:00;28.0;74.1;21.7;6.20
2015-07-16 06:00;2015-07-16 07:00;48.2;148.9;21.8;5.40
2015-07-16 07:00;2015-07-16 08:00;37.6;110.2;15.9;4.80
2015-07-16 08:00;2015-07-16 09:00;29.2;83.9;16.9;4.00
2015-07-16 09:00;2015-07-16 10:00;33.7;98.3;17.6;4.70
2015-07-16 10:00;2015-07-16 11:00;37.6;100.5;17.3;3.30
2015-07-16 11:00;2015-07-16 12:00;40.5;101.3;15.8;3.90
2015-07-16 12:00;2015-07-16 13:00;44.8;110.2;14.7;5.90
2015-07-16 13:00;2015-07-16 14:00;36.1;82.4;14.9;6.80
2015-07-16 14:00;2015-07-16 15:00;33.3;78.0;18.4;4.10
2015-07-16 15:00;2015-07-16 16:00;37.5;91.1;35.2;6.40
2015-07-16 16:00;2015-07-16 17:00;42.1;100.3;18.3;6.00
2015-07-16 17:00;2015-07-16 18:00;46.7;120.1;13.2;6.10
2015-07-16 18:00;2015-07-16 19:00;35.9;72.9;18.3;7.00
2015-07-16 19:00;2015-07-16 20:00;28.4;60.0;10.0;0.600
2015-07-16 20:00;2015-07-16 21:00;26.1;50.1;13.0;2.70
2015-07-16 21:00;2015-07-16 22:00;36.6;55.2;12.5;5.90
2015-07-16 22:00;2015-07-16 23:00;18.3;33.6;5.50;2.90
2015-07-16 23:00;2015-07-17 00:00;17.3;33.6;3.70;
2015-07-17 00:00;2015-07-17 01:00;31.3;62.5;9.00;4.30
2015-07-17 01:00;2015-07-17 02:00;20.9;41.3;5.20;1.80
2015-07-17 02:00;2015-07-17 03:00;12.5;31.0;4.90;1.30
2015-07-17 03:00;2015-07-17 04:00;4.30;12.4;3.70;-1.20
2015-07-17 04:00;2015-07-17 05:00;6.80;19.2;4.50;2.40
2015-07-17 05:00;2015-07-17 06:00;16.2;44.0;7.00;3.60
2015-07-17 06:00;2015-07-17 07:00;24.1;67.0;8.90;2.60
2015-07-17 07:00;2015-07-17 08:00;26.6;76.0;7.80;2.30
2015-07-17 08:00;2015-07-17 09:00;24.1;76.3;11.2;2.80
2015-07-17 09:00;2015-07-17 10:00;24.6;71.4;12.8;4.00
2015-07-17 10:00;2015-07-17 11:00;26.2;78.3;11.0;3.30
2015-07-17 11:00;2015-07-17 12:00;28.9;84.3;14.1;3.60
2015-07-17 12:00;2015-07-17 13:00;28.5;84.9;12.4;3.40
2015-07-17 13:00;2015-07-17 14:00;24.1;68.6;11.3;4.60
2015-07-17 14:00;2015-07-17 15:00;28.8;80.1;13.8;3.80
2015-07-17 15:00;2015-07-17 16:00;29.7;82.5;12.1;3.40
2015-07-17 16:00;2015-07-17 17:00;30.0;83.3;11.4;6.70
2015-07-17 17:00;2015-07-17 18:00;38.7;93.7;17.6;4.90
2015-07-17 18:00;2015-07-17 19:00;42.1;94.9;14.5;3.90
2015-07-17 19:00;2015-07-17 20:00;43.8;93.9;13.9;6.50
2015-07-17 20:00;2015-07-17 21:00;29.7;50.2;13.4;7.70
2015-07-17 21:00;2015-07-17 22:00;24.0;38.6;11.3;4.60
2015-07-17 22:00;2015-07-17 23:00;22.0;26.1;12.2;6.40
2015-07-17 23:00;2015-07-18 00:00;27.3;47.9;13.4;6.00
2015-07-18 00:00;2015-07-18 01:00;14.3;24.1;8.80;3.70
2015-07-18 01:00;2015-07-18 02:00;8.80;13.7;6.80;1.80
2015-07-18 02:00;2015-07-18 03:00;13.2;23.2;6.80;0.0
2015-07-18 03:00;2015-07-18 04:00;13.8;23.6;8.80;3.10
2015-07-18 04:00;2015-07-18 05:00;14.2;24.6;7.30;1.50
2015-07-18 05:00;2015-07-18 06:00;24.6;48.7;9.40;1.50
2015-07-18 06:00;2015-07-18 07:00;19.1;39.7;8.30;1.10
2015-07-18 07:00;2015-07-18 08:00;25.9;54.4;12.1;5.20
2015-07-18 08:00;2015-07-18 09:00;35.5;76.0;11.6;3.30
2015-07-18 09:00;2015-07-18 10:00;33.2;69.8;9.50;2.00
2015-07-18 10:00;2015-07-18 11:00;30.5;64.3;9.50;-1.10
2015-07-18 11:00;2015-07-18 12:00;27.0;57.3;9.20;-0.400
2015-07-18 12:00;2015-07-18 13:00;24.5;52.1;11.7;4.80
2015-07-18 13:00;2015-07-18 14:00;24.4;52.6;15.3;4.60
2015-07-18 14:00;2015-07-18 15:00;26.3;51.8;13.7;4.80
2015-07-18 15:00;2015-07-18 16:00;29.0;55.1;17.0;7.70
2015-07-18 16:00;2015-07-18 17:00;23.3;44.4;15.2;6.10
2015-07-18 17:00;2015-07-18 18:00;17.7;33.5;14.4;6.10
2015-07-18 18:00;2015-07-18 19:00;18.3;34.0;17.0;9.00
2015-07-18 19:00;2015-07-18 20:00;23.8;39.6;10.6;
2015-07-18 20:00;2015-07-18 21:00;20.5;31.2;11.8;-1.20
2015-07-18 21:00;2015-07-18 22:00;21.3;31.0;8.60;2.30
2015-07-18 22:00;2015-07-18 23:00;15.5;23.3;10.0;3.90
2015-07-18 23:00;2015-07-19 00:00;10.0;15.4;9.10;4.10
2015-07-19 00:00;2015-07-19 01:00;5.80;10.0;10.8;4.40
2015-07-19 01:00;2015-07-19 02:00;4.30;8.70;11.5;3.30
2015-07-19 02:00;2015-07-19 03:00;2.80;5.90;12.1;4.00
2015-07-19 03:00;2015-07-19 04:00;4.90;7.90;10.5;5.50
2015-07-19 04:00;2015-07-19 05:00;3.60;6.30;12.4;5.70
2015-07-19 05:00;2015-07-19 06:00;4.00;7.00;12.9;4.40
2015-07-19 06:00;2015-07-19 07:00;5.50;10.3;10.9;4.80
2015-07-19 07:00;2015-07-19 08:00;5.40;11.6;11.4;4.30
2015-07-19 08:00;2015-07-19 09:00;8.60;18.4;13.4;4.10
2015-07-19 09:00;2015-07-19 10:00;8.30;18.1;12.2;4.80
2015-07-19 10:00;2015-07-19 11:00;11.3;24.6;13.6;6.30
2015-07-19 11:00;2015-07-19 12:00;13.5;26.8;11.4;5.60
2015-07-19 12:00;2015-07-19 13:00;11.7;25.2;13.1;4.30
2015-07-19 13:00;2015-07-19 14:00;13.9;30.0;13.1;3.50
2015-07-19 14:00;2015-07-19 15:00;14.7;31.9;13.0;2.70
2015-07-19 15:00;2015-07-19 16:00;18.5;35.7;12.8;6.50
2015-07-19 16:00;2015-07-19 17:00;16.8;32.8;12.4;2.10
2015-07-19 17:00;2015-07-19 18:00;20.4;38.1;10.9;3.70
2015-07-19 18:00;2015-07-19 19:00;21.7;39.5;11.4;5.00
2015-07-19 19:00;2015-07-19 20:00;27.3;50.4;12.7;3.80
2015-07-19 20:00;2015-07-19 21:00;23.5;37.4;11.4;4.90
2015-07-19 21:00;2015-07-19 22:00;20.5;28.9;12.0;4.80
2015-07-19 22:00;2015-07-19 23:00;18.4;27.3;11.2;3.60
2015-07-19 23:00;2015-07-20 00:00;34.0;60.9;11.8;3.80
2015-07-20 00:00;2015-07-20 01:00;27.8;48.5;11.0;5.20
2015-07-20 01:00;2015-07-20 02:00;16.8;28.6;9.60;3.40
2015-07-20 02:00;2015-07-20 03:00;19.7;35.0;9.70;2.70
2015-07-20 03:00;2015-07-20 04:00;17.3;31.5;10.1;2.70
2015-07-20 04:00;2015-07-20 05:00;15.8;28.7;11.7;2.50
2015-07-20 05:00;2015-07-20 06:00;26.0;55.7;12.9;4.10
2015-07-20 06:00;2015-07-20 07:00;45.4;113.6;17.3;5.60
2015-07-20 07:00;2015-07-20 08:00;38.3;99.7;15.7;5.70
2015-07-20 08:00;2015-07-20 09:00;39.5;107.3;16.6;7.20
2015-07-20 09:00;2015-07-20 10:00;50.3;158.2;21.6;7.40
2015-07-20 10:00;2015-07-20 11:00;51.4;135.0;15.9;4.80
2015-07-20 11:00;2015-07-20 12:00;42.2;114.3;14.9;9.30
2015-07-20 12:00;2015-07-20 13:00;34.8;98.1;17.3;4.50
2015-07-20 13:00;2015-07-20 14:00;38.3;110.7;19.3;8.70
2015-07-20 14:00;2015-07-20 15:00;46.6;119.7;19.5;6.30
2015-07-20 15:00;2015-07-20 16:00;48.0;124.4;15.8;11.1
2015-07-20 16:00;2015-07-20 17:00;35.6;91.2;9.10;8.80
2015-07-20 17:00;2015-07-20 18:00;49.5;124.0;12.1;7.30
2015-07-20 18:00;2015-07-20 19:00;50.0;120.1;19.3;-0.700
2015-07-20 19:00;2015-07-20 20:00;41.4;85.0;11.7;2.00
2015-07-20 20:00;2015-07-20 21:00;32.9;55.8;15.6;3.70
2015-07-20 21:00;2015-07-20 22:00;38.8;73.2;14.8;7.40
2015-07-20 22:00;2015-07-20 23:00;44.1;99.3;13.9;8.40
2015-07-20 23:00;2015-07-21 00:00;34.7;69.0;13.9;5.40
2015-07-21 00:00;2015-07-21 01:00;26.8;57.9;11.2;4.80
2015-07-21 01:00;2015-07-21 02:00;14.5;23.1;7.80;2.60
2015-07-21 02:00;2015-07-21 03:00;13.2;19.8;7.70;1.50
2015-07-21 03:00;2015-07-21 04:00;8.00;10.8;6.60;2.20
2015-07-21 04:00;2015-07-21 05:00;11.4;18.2;5.40;0.500
2015-07-21 05:00;2015-07-21 06:00;25.0;48.5;8.10;2.30
2015-07-21 06:00;2015-07-21 07:00;36.1;82.5;11.6;3.70
2015-07-21 07:00;2015-07-21 08:00;38.1;92.5;18.2;3.80
2015-07-21 08:00;2015-07-21 09:00;36.0;86.0;16.0;2.90
2015-07-21 09:00;2015-07-21 10:00;37.5;89.2;11.4;1.90
2015-07-21 10:00;2015-07-21 11:00;41.2;96.5;16.7;2.40
2015-07-21 11:00;2015-07-21 12:00;28.5;56.7;9.90;1.70
2015-07-21 12:00;2015-07-21 13:00;26.0;50.9;15.0;1.60
2015-07-21 13:00;2015-07-21 14:00;29.1;56.0;14.1;4.40
2015-07-21 14:00;2015-07-21 15:00;32.8;62.9;20.8;4.60
2015-07-21 15:00;2015-07-21 16:00;30.5;55.5;17.2;3.70
2015-07-21 16:00;2015-07-21 17:00;28.7;52.5;18.2;3.20
2015-07-21 17:00;2015-07-21 18:00;33.4;57.3;16.0;6.30
2015-07-21 18:00;2015-07-21 19:00;48.1;87.0;12.2;4.60
2015-07-21 19:00;2015-07-21 20:00;46.4;77.5;10.4;7.40
2015-07-21 20:00;2015-07-21 21:00;42.2;68.0;13.5;5.40
2015-07-21 21:00;2015-07-21 22:00;38.6;63.0;10.0;7.80
