Start,NO2,NOX as NO2,PM10,PM2.5
2019-10-01 00:00:00,6.149977976207914,8.234488335404215,2.5754344413439334,0.5080646559687922
2019-10-01 01:00:00,4.089502299996791,1.8898371453619873,3.1829452836765704,0.5755561429586828
2019-10-01 02:00:00,3.4583788847253523,-1.5055589222545933,2.4866301056436164,0.5530712369891182
2019-10-01 03:00:00,5.354612377930437,2.1674447522098816,3.3642814659159157,0.7839136569197622
2019-10-01 04:00:00,10.834583250021236,14.24700565914857,5.06982326287736,1.1930625271587516
2019-10-01 05:00:00,18.828922145525503,35.47261036469603,7.885128006066653,1.6336841988567334
2019-10-01 06:00:00,27.794942863198948,61.694871423602464,10.496342352789785,2.2066993819912453
2019-10-01 07:00:00,33.89502837297641,80.24963552391345,12.00111437070491,2.6172706028545116
2019-10-01 08:00:00,36.22731105309382,87.63341976156941,12.994006513377641,2.6445563251922746
2019-10-01 09:00:00,34.9723248514844,84.72843813485034,13.162361265880612,2.5996386027848404
2019-10-01 10:00:00,32.67657006404555,77.0480382231561,13.026242873938573,2.53165318447088
2019-10-01 11:00:00,31.61130429726118,72.4214709715821,13.463639226215363,2.354077826060322
2019-10-01 12:00:00,32.15197262659421,73.08068790218312,13.697390623242436,2.3608225011877657
2019-10-01 13:00:00,33.622498511830244,77.49283395528481,14.198650886187295,2.4520481236808647
2019-10-01 14:00:00,35.213056039467425,81.76386911562425,14.45001862670701,2.521073800583671
2019-10-01 15:00:00,36.162496967534274,84.14580971915586,14.002508066589805,2.613506368167039
2019-10-01 16:00:00,36.44426333785688,82.33608599545965,14.221886641948922,2.8589105698874633
2019-10-01 17:00:00,36.05552748227508,77.59678401687844,14.689391271612479,3.0999199471778978
2019-10-01 18:00:00,35.350009657128226,72.28808281977484,15.346800096364094,3.3858930082272622
2019-10-01 19:00:00,34.11223534866757,66.71599608245853,15.93326445308955,3.493039030060345
2019-10-01 20:00:00,31.54325602441145,58.73154376307525,16.018418373546318,3.5274368119285042
2019-10-01 21:00:00,28.57377732934916,51.26269953940954,14.560731572566665,3.2713646741169904
2019-10-01 22:00:00,24.64025965357809,42.13246335363213,12.636888702968847,3.012878339715929
2019-10-01 23:00:00,20.56539009792951,33.89605110522302,11.084173626654714,2.8030022627014413
2019-10-02 00:00:00,19.804320059811467,36.10063020578825,9.76407982384187,2.043744942309391
2019-10-02 01:00:00,17.522488024172002,30.872440608572553,10.191642204647932,2.0617424883279556
2019-10-02 02:00:00,16.013229743037513,27.50584319278594,8.948726599412254,1.9382755905788605
2019-10-02 03:00:00,15.519084252029971,26.040981204167068,8.433134510076227,1.9946759906348932
2019-10-02 04:00:00,16.876789101513687,28.600392058689508,8.29858556417839,2.090730006307088
2019-10-02 05:00:00,20.323006765475192,38.054497260907986,9.339792170220434,2.2359050631854758
2019-10-02 06:00:00,26.64058811202408,57.19524356598693,11.346447946409478,2.627295386433676
2019-10-02 07:00:00,33.162930396670205,78.09365156554571,13.577603648207141,3.017523500307063
2019-10-02 08:00:00,37.466225658282326,92.56740680340897,15.479971417400911,3.1902039747833615
